# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Wed Apr 29 08:04:24 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0152 0.01508 7.30001 1.2671818733 3.1975703499    1.267  0.374  3.8087  4.354    0  0.000  0.538     0.00     0.00 -1  -1.1e-13      0.00 7.092e-01 2.755e-01 2.709e-03 7.397e-04 6.718e-03 -1.000 1.526e-02 3.836 3.709 3.945 3.320
0.0152 0.01508 7.30001 1.2976030111 3.2024349409    1.298  0.381  3.8106  4.364    0  0.000  0.538     0.00     0.00 -1 -1.01e-13      0.00 7.093e-01 2.755e-01 2.709e-03 7.397e-04 6.718e-03 -1.000 1.525e-02 3.816 3.691 3.922 3.306
0.0152 0.01508 7.30001 1.2999999523 3.2028072608    1.300  0.383  3.8108  4.364    0  0.000  0.538     0.00     0.00 -1 -1.01e-13      0.00 7.093e-01 2.755e-01 2.709e-03 7.397e-04 6.718e-03 -1.000 1.525e-02 3.812 3.687 3.918 3.303
0.0152 0.01508 7.30001 1.3179283142 3.2055434046    1.318  0.392  3.8119  4.366    0  0.000  0.538     0.00     0.00 -1 -9.71e-14      0.00 7.093e-01 2.754e-01 2.709e-03 7.396e-04 6.718e-03 -1.000 1.527e-02 3.791 3.666 3.895 3.285
0.0152 0.01508 7.30001 1.3500001431 3.2102328312    1.350  0.446  3.8173  4.343    0  0.000  0.538     0.00     0.00 -1 -1.02e-13      0.00 7.093e-01 2.754e-01 2.709e-03 7.396e-04 6.718e-03 -1.000 1.527e-02 3.654 3.530 3.750 3.161
0.0152 0.01508 7.30001 1.3707414865 3.2131332326    1.371  0.482  3.8210  4.329    0  0.000  0.538     0.00     0.00 -1 -1.04e-13      0.00 7.093e-01 2.754e-01 2.709e-03 7.396e-04 6.718e-03 -1.000 1.526e-02 3.564 3.440 3.654 3.080
0.0152 0.01508 7.30001 1.4000000954 3.2170592071    1.400  0.534  3.8266  4.309    0  0.000  0.538     0.00     0.00 -1 -1.09e-13      0.00 7.093e-01 2.754e-01 2.708e-03 7.396e-04 6.718e-03 -1.000 1.527e-02 3.435 3.312 3.515 2.965
0.0152 0.01508 7.30001 1.4500000477 3.2233536727    1.450  0.621  3.8386  4.285    0  0.000  0.538     0.00     0.00 -1 -1.12e-13      0.00 7.093e-01 2.754e-01 2.708e-03 7.396e-04 6.717e-03 -1.000 1.527e-02 3.217 3.097 3.280 2.778
0.0152 0.01508 7.30001 1.4623261690 3.2248304975    1.462  0.644  3.8425  4.281    0  0.000  0.538     0.00     0.00 -1 -1.12e-13      0.00 7.093e-01 2.754e-01 2.708e-03 7.396e-04 6.717e-03 -1.000 1.527e-02 3.160 3.041 3.218 2.732
0.0152 0.01508 7.30001 1.5000000000 3.2291739469    1.500  0.705  3.8542  4.278    0  0.000  0.538     0.00     0.00 -1 -1.08e-13      0.00 7.093e-01 2.754e-01 2.708e-03 7.395e-04 6.717e-03 -1.000 1.526e-02 3.008 2.894 3.052 2.612
0.0152 0.01508 7.30001 1.5422906876 3.2337637369    1.542  0.767  3.8702  4.292    0  0.000  0.538     0.00     0.00 -1 -9.47e-14      0.00 7.093e-01 2.754e-01 2.708e-03 7.395e-04 6.717e-03 -1.000 1.527e-02 2.853 2.747 2.882 2.504
0.0152 0.01508 7.30001 1.5499999523 3.2345698331    1.550  0.776  3.8727  4.295    0  0.000  0.538     0.00     0.00 -1 -9.22e-14      0.00 7.093e-01 2.754e-01 2.708e-03 7.395e-04 6.717e-03 -1.000 1.527e-02 2.829 2.725 2.856 2.488
0.0152 0.01508 7.30001 1.6000000238 3.2395837555    1.600  0.832  3.8895  4.319    0  0.000  0.538     0.00     0.00 -1 -6.72e-14      0.00 7.094e-01 2.754e-01 2.708e-03 7.395e-04 6.716e-03 -1.000 1.527e-02 2.689 2.598 2.704 2.402
0.0152 0.01508 7.30001 1.6235852242 3.2418236764    1.623  0.856  3.8961  4.329    0  0.000  0.538     0.00     0.00 -1 -5.02e-14      0.00 7.094e-01 2.753e-01 2.708e-03 7.394e-04 6.716e-03 -1.000 1.527e-02 2.630 2.546 2.643 2.366
0.0152 0.01508 7.30001 1.6500000954 3.2442421051    1.649  0.886  3.9027  4.332    0  0.000  0.538     0.00     0.00 -1 -3.69e-14      0.00 7.094e-01 2.753e-01 2.708e-03 7.394e-04 6.716e-03 -1.000 1.527e-02 2.556 2.479 2.567 2.316
0.0152 0.01508 7.30001 1.7000000477 3.2485760857    1.699  0.941  3.9147  4.338    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.094e-01 2.753e-01 2.708e-03 7.394e-04 6.716e-03 -1.000 1.527e-02 2.417 2.356 2.427 2.223
0.0152 0.01508 7.30001 1.7500000000 3.2526168674    1.749  0.995  3.9261  4.342    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.094e-01 2.753e-01 2.708e-03 7.394e-04 6.715e-03 -1.000 1.527e-02 2.283 2.242 2.297 2.137
0.0152 0.01508 7.30001 1.7999999523 3.2563918376    1.799  1.047  3.9369  4.346    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.094e-01 2.753e-01 2.707e-03 7.393e-04 6.715e-03 -1.000 1.526e-02 2.154 2.136 2.178 2.056
0.0152 0.01508 7.30001 1.8500000238 3.2599251663    1.849  1.095  3.9469  4.350    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.094e-01 2.753e-01 2.707e-03 7.393e-04 6.715e-03 -1.000 1.526e-02 2.032 2.041 2.073 1.982
0.0152 0.01508 7.30001 1.9000000954 3.2632382345    1.899  1.143  3.9566  4.352    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.094e-01 2.753e-01 2.707e-03 7.393e-04 6.715e-03 -1.000 1.526e-02 1.914 1.952 1.975 1.911
0.0152 0.01508 7.30001 1.9500001669 3.2663500421    1.950  1.189  3.9659  4.354    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.095e-01 2.753e-01 2.707e-03 7.393e-04 6.714e-03 -1.000 1.526e-02 1.797 1.869 1.883 1.842
0.0152 0.01508 7.30001 2.0000000000 3.2692774629    2.000  1.234  3.9748  4.356    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.095e-01 2.752e-01 2.707e-03 7.392e-04 6.714e-03 -1.000 1.527e-02 1.686 1.791 1.799 1.778
0.0152 0.01508 7.30001 2.0499999523 3.2720312711    2.050  1.277  3.9832  4.357    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.095e-01 2.752e-01 2.707e-03 7.392e-04 6.714e-03 -1.000 1.526e-02 1.578 1.719 1.720 1.716
0.0152 0.01508 7.30001 2.0999999046 3.2746226920    2.099  1.319  3.9912  4.358    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.095e-01 2.752e-01 2.707e-03 7.392e-04 6.714e-03 -1.000 1.525e-02 1.472 1.648 1.644 1.656
0.0152 0.01508 7.30001 2.1500000954 3.2770648457    2.149  1.360  3.9991  4.359    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.095e-01 2.752e-01 2.707e-03 7.391e-04 6.714e-03 -1.000 1.526e-02 1.370 1.581 1.573 1.598
0.0152 0.01508 7.30001 2.2000000477 3.2793694871    2.199  1.400  4.0066  4.358    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.095e-01 2.752e-01 2.707e-03 7.391e-04 6.713e-03 -1.000 1.527e-02 1.269 1.515 1.503 1.540
0.0152 0.01508 7.30001 2.2500000000 3.2815472373    2.249  1.439  4.0141  4.359    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.095e-01 2.752e-01 2.707e-03 7.391e-04 6.713e-03 -1.000 1.527e-02 1.172 1.453 1.437 1.485
0.0152 0.01508 7.30001 2.2999999523 3.2836076752    2.299  1.477  4.0211  4.359    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.095e-01 2.752e-01 2.707e-03 7.391e-04 6.713e-03 -1.000 1.527e-02 1.078 1.392 1.372 1.431
0.0152 0.01508 7.30001 2.4000000954 3.2874104896    2.399  1.550  4.0343  4.357    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.095e-01 2.752e-01 2.707e-03 7.391e-04 6.713e-03 -1.000 1.525e-02 0.895 1.275 1.249 1.325
0.0152 0.01508 7.30001 2.5999999046 3.2939353022    2.600  1.685  4.0586  4.354    0  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 0.556 1.058 1.022 1.126
0.0152 0.01508 7.30001 2.8000001907 3.2992821454    2.800  1.811  4.0802  4.347    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 0.243 0.856 0.813 0.938
0.0152 0.01508 7.30001 3.0000000000 3.3037205452    3.000  1.927  4.0998  4.340    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.047 0.671 0.621 0.764
0.0152 0.01508 7.30001 3.2000000477 3.3074506229    3.199  2.035  4.1177  4.331    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.317 0.498 0.443 0.602
0.0152 0.01508 7.30001 3.4000000954 3.3106059174    3.398  2.136  4.1344  4.323    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.571 0.337 0.277 0.451
0.0152 0.01508 7.30001 3.6000001431 3.3132953149    3.598  2.232  4.1497  4.313    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.810 0.185 0.119 0.307
0.0152 0.01508 7.30001 3.8000001907 3.3156080957    3.798  2.322  4.1640  4.304    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.034 0.042 -0.028 0.172
0.0152 0.01508 7.30001 4.0000000000 3.3176128420    4.001  2.407  4.1773  4.294    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.247 -0.094 -0.168 0.044
0.0152 0.01508 7.30001 4.1999998093 3.3193575939    4.198  2.488  4.1900  4.285    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.451 -0.223 -0.301 -0.079
0.0152 0.01508 7.30001 4.4000000954 3.3208827156    4.397  2.566  4.2019  4.275    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.645 -0.347 -0.428 -0.196
0.0152 0.01508 7.30001 4.5999999046 3.3222240395    4.597  2.640  4.2132  4.265    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.830 -0.466 -0.551 -0.309
0.0152 0.01508 7.30001 4.6127443314 3.3223039859    4.610  2.645  4.2139  4.265    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.842 -0.473 -0.558 -0.316
0.0152 0.01508 7.30001 4.8000001907 3.3234103366    4.798  2.711  4.2239  4.256    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.008 -0.581 -0.669 -0.417
0.0152 0.01508 7.30001 5.0000000000 3.3244649102    4.999  2.779  4.2340  4.245    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.178 -0.692 -0.783 -0.523
0.0152 0.01508 7.30001 5.1999998093 3.3254050437    5.200  2.845  4.2436  4.235    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.343 -0.801 -0.894 -0.626
0.0152 0.01508 7.30001 5.2983164787 3.3258294875    5.299  2.877  4.2482  4.230    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.422 -0.853 -0.948 -0.675
0.0152 0.01508 7.30001 5.3999996185 3.3262448277    5.401  2.909  4.2528  4.225    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.502 -0.906 -1.002 -0.726
0.0152 0.01508 7.30001 5.5973567963 3.3269886720    5.598  2.970  4.2614  4.214    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.654 -1.007 -1.106 -0.822
0.0152 0.01508 7.30001 5.5999994278 3.3269981134    5.601  2.970  4.2616  4.214    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.656 -1.009 -1.108 -0.824
0.0152 0.01508 7.30001 5.7757506371 3.3275978539    5.777  3.023  4.2689  4.204    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.787 -1.097 -1.198 -0.908
0.0152 0.01508 7.30001 5.8000001907 3.3276764445    5.801  3.030  4.2699  4.203    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.805 -1.110 -1.211 -0.920
0.0152 0.01508 7.30001 5.9493160248 3.3281398332    5.950  3.073  4.2758  4.195    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.913 -1.183 -1.286 -0.990
0.0152 0.01508 7.30001 6.0000000000 3.3282894872    6.000  3.088  4.2778  4.192    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.950 -1.208 -1.312 -1.014
0.0152 0.01508 7.30001 6.1999998093 3.3288454021    6.200  3.144  4.2853  4.179    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.091 -1.307 -1.413 -1.109
0.0152 0.01508 7.30001 6.4000000954 3.3293509349    6.399  3.200  4.2924  4.166    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.229 -1.404 -1.512 -1.201
0.0152 0.01508 7.30001 6.4892668724 3.3295615351    6.488  3.224  4.2955  4.160    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.289 -1.447 -1.555 -1.242
0.0152 0.01508 7.30001 6.7938675880 3.3302178877    6.790  3.304  4.3055  4.140    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.490 -1.591 -1.703 -1.381
0.0152 0.01508 7.30001 7.0000000000 3.3306136278    6.996  3.358  4.3119  4.125    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.624 -1.689 -1.802 -1.475
0.0152 0.01508 7.30001 7.1155486107 3.3308203640    7.112  3.386  4.3153  4.117    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.696 -1.742 -1.856 -1.526
0.0152 0.01508 7.30001 7.4174141884 3.3313149793    7.415  3.460  4.3236  4.094    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.881 -1.881 -1.998 -1.661
0.0152 0.01508 7.30001 7.6941075325 3.3317174773    7.694  3.528  4.3306  4.071    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.049 -2.010 -2.129 -1.786
0.0152 0.01508 7.30001 7.9173722267 3.3320115420    7.918  3.582  4.3357  4.050    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.184 -2.118 -2.238 -1.891
0.0152 0.01508 7.30001 8.0000000000 3.3321140648    8.001  3.602  4.3374  4.041    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.234 -2.158 -2.278 -1.930
0.0152 0.01508 7.30001 8.0449457169 3.3321684472    8.046  3.612  4.3384  4.037    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.260 -2.179 -2.300 -1.951
0.0152 0.01508 7.30001 8.2836046219 3.3324418110    8.282  3.667  4.3429  4.013    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.398 -2.293 -2.415 -2.062
0.0152 0.01508 7.30001 8.5315208435 3.3327006610    8.529  3.724  4.3471  3.985    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.540 -2.413 -2.536 -2.180
0.0152 0.01508 7.30001 8.7363939285 3.3328973394    8.732  3.771  4.3500  3.960    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.658 -2.516 -2.640 -2.282
0.0152 0.01508 7.30001 8.9271736145 3.3330678489    8.921  3.815  4.3520  3.933    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.768 -2.616 -2.741 -2.381
0.0152 0.01508 7.30001 9.0000000000 3.3331299527    8.995  3.832  4.3527  3.923    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.810 -2.656 -2.780 -2.420
0.0152 0.01508 7.30001 9.0564899445 3.3331770448    9.051  3.845  4.3532  3.915    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.842 -2.685 -2.810 -2.449
0.0152 0.01508 7.30001 9.3187923431 3.3333840538    9.314  3.904  4.3546  3.874    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.989 -2.827 -2.952 -2.591
0.0152 0.01508 7.30001 9.5577850342 3.3335572987    9.554  3.957  4.3548  3.832    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.123 -2.962 -3.088 -2.726
0.0152 0.01508 7.30001 9.7585725784 3.3336926351    9.755  4.003  4.3538  3.791    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.238 -3.085 -3.210 -2.849
0.0152 0.01508 7.30001 9.9432449341 3.3338095836    9.941  4.046  4.3516  3.748    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.344 -3.206 -3.331 -2.972
0.0152 0.01508 7.30001 10.0000000000 3.3338441648    9.998  4.059  4.3507  3.734    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.377 -3.245 -3.369 -3.011
0.0152 0.01508 7.30001 10.1136426926 3.3339115358   10.112  4.084  4.3490  3.706    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.441 -3.319 -3.443 -3.086
0.0152 0.01508 7.30001 10.3209257126 3.3340282496   10.320  4.131  4.3440  3.648    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.558 -3.467 -3.590 -3.236
0.0152 0.01508 7.30001 10.5141649246 3.3341303709   10.514  4.177  4.3370  3.583    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.671 -3.621 -3.742 -3.394
0.0152 0.01508 7.30001 10.6799478531 3.3342132247   10.680  4.216  4.3295  3.521    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.769 -3.763 -3.882 -3.539
0.0152 0.01508 7.30001 10.8264951706 3.3342830470   10.827  4.251  4.3211  3.457    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.859 -3.901 -4.019 -3.682
0.0152 0.01508 7.30001 10.9585914612 3.3343433926   10.960  4.286  4.3133  3.397    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.944 -4.033 -4.148 -3.819
0.0152 0.01508 7.30001 11.0000000000 3.3343618242   11.001  4.297  4.3113  3.380    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -5.972 -4.072 -4.188 -3.859
0.0152 0.01508 7.30001 11.0582075119 3.3343873535   11.060  4.312  4.3086  3.356    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -6.010 -4.126 -4.241 -3.915
0.0152 0.01508 7.30001 11.0660514832 3.3343907603   11.067  4.314  4.3083  3.353    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -6.015 -4.133 -4.248 -3.922
0.0152 0.01508 7.30001 11.1370134354 3.3344212258   11.138  4.341  4.3218  3.382    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -6.084 -4.127 -4.245 -3.909
0.0152 0.01508 7.30001 11.1501951218 3.3344268154   11.151  4.351  4.3304  3.408    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -6.108 -4.104 -4.224 -3.881
0.0152 0.01508 7.30001 11.1562404633 3.3344293717   11.157  4.362  4.3406  3.438    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -6.136 -4.075 -4.198 -3.847
0.0152 0.01508 7.30001 11.1597747803 3.3344308641   11.161  4.379  4.3521  3.468    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -6.176 -4.053 -4.178 -3.819
0.0152 0.01508 7.30001 11.1613149643 3.3344315140   11.163  4.392  4.3603  3.487    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -6.211 -4.042 -4.169 -3.804
0.0152 0.01508 7.30001 11.1620035172 3.3344318044   11.163  4.399  4.3643  3.496    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -6.227 -4.037 -4.165 -3.797
0.0152 0.01508 7.30001 11.1628246307 3.3344321507   11.164  4.380  4.3577  3.489    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -6.180 -4.025 -4.151 -3.788
0.0152 0.01508 7.30001 11.1636028290 3.3344324788   11.165  4.359  4.3447  3.458    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -6.127 -4.043 -4.167 -3.813
0.0152 0.01508 7.30001 11.1641921997 3.3344327272   11.165  4.351  4.3310  3.411    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -6.107 -4.099 -4.220 -3.876
0.0152 0.01508 7.30001 11.1646709442 3.3344329290   11.166  4.351  4.3181  3.359    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -6.107 -4.172 -4.289 -3.956
0.0152 0.01508 7.30001 11.1652050018 3.3344331541   11.166  4.355  4.3024  3.293    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -6.117 -4.271 -4.384 -4.063
